,Customer ID,Recency,Frequency,monetary,PurchaseRate,InactivityRatio,ProfitabilityScore,ExpectedRevenue30D,RetentionROI,RFM_Segment,RecommendedAction,ChurnLabel,AvgInterpurchaseDays,ActiveMonths,TenureDays,ChurnProbability,P_Alive,ChurnRisk,CLV_6M,PredictedPurchases_30D,CLV_Segment,RiskValueSegment
0,12346.0,326,12,77556.46,0.03,0.815,0.9256805035726438,5816.7345000000005,1066.0958825000005,At Risk,Loyalty & Upsell,0,11.97,5,400,0.00018987522,0.9998101,Low Risk,11629.511317140543,0.18,VIP,Protect
1,12347.0,2,8,4921.53,0.01990049751243781,0.004975124378109453,0.821189179993195,367.27835820895524,355.45110269547786,Champion,Loyalty & Upsell,0,1.81,8,402,0.00012454584,0.9998754,Low Risk,1722.9466163396394,0.49,VIP,Protect
2,12348.0,75,5,2019.4,0.013812154696132596,0.20718232044198895,0.6730945899965975,167.35359116022101,122.6808858093465,Potential Loyalist,Loyalty & Upsell,0,7.24,5,362,0.00017234644,0.9998277,Low Risk,698.7480968089534,0.27,VIP,Protect
3,12349.0,19,4,4428.69,0.007017543859649123,0.03333333333333333,0.6857349438584552,233.08894736842103,215.31931578947368,Potential Loyalist,Loyalty & Upsell,0,3.27,4,570,0.00016837606,0.9998316,Low Risk,1064.0303323257385,0.16,VIP,Protect
4,12350.0,310,1,334.4,0.0,1.0,0.19239537257570602,0.0,-10.0,Lost,Growth Nurture,0,0.0,1,0,0.5092886,0.4907114,Medium Risk,-373.58695642754003,0.05,Low,Grow
5,12351.0,375,1,300.93,0.0,1.0,0.17572303504593398,0.0,-10.0,Lost,Growth Nurture,0,0.0,1,0,0.45568216,0.54431784,Medium Risk,-318.95217789594676,0.05,Low,Grow
6,12352.0,36,10,2849.84,0.028089887640449437,0.10112359550561797,0.8096716570261994,240.15505617977533,205.86971342002275,Champion,Loyalty & Upsell,0,3.46,5,356,0.00045347612,0.9995465,Low Risk,1091.1988906482966,0.56,VIP,Protect
7,12353.0,204,2,406.76,0.00980392156862745,1.0,0.34560224566178976,59.81764705882353,-10.0,Lost,Growth Nurture,0,8.87,2,204,0.03999665,0.9600034,Low Risk,53.36046914776297,0.09,Mid,Grow
8,12354.0,232,1,1079.4,0.0,1.0,0.35239877509356926,0.0,-10.0,Lost,Growth Nurture,0,0.0,1,0,0.46633285,0.53366715,Medium Risk,-470.34945257260875,0.07,Low,Grow
9,12355.0,214,2,947.61,0.0056657223796034,0.6062322946175638,0.4348843143926506,80.53342776203966,21.711463056440543,Lost,Loyalty & Upsell,0,10.38,2,353,0.0005544162,0.99944556,Low Risk,193.07506139536878,0.07,High,Protect
10,12356.0,23,6,6371.73,0.014962593516209476,0.057356608478802994,0.7917063627084042,476.68802992518704,439.34682122623616,Potential Loyalist,Loyalty & Upsell,0,2.83,5,401,0.00012358333,0.99987644,Low Risk,2150.343732289552,0.34,VIP,Protect
11,12357.0,33,3,18287.66,0.008450704225352112,0.09295774647887324,0.7202194624021776,1545.4360563380283,1391.7758032136483,Potential Loyalist,Loyalty & Upsell,0,1.2,2,355,0.0008014595,0.99919856,Low Risk,3718.053879309609,0.1,VIP,Protect
12,12358.0,2,5,3887.07,0.00684931506849315,0.0027397260273972603,0.6957553589656346,159.74260273972604,149.30495177331582,Potential Loyalist,Loyalty & Upsell,0,9.58,5,730,0.00013791872,0.9998621,Low Risk,616.0064540856692,0.17,High,Protect
13,12359.0,58,10,8873.39,0.014792899408284023,0.08579881656804733,0.8429652943177952,393.7894970414201,350.00282421833964,Champion,Loyalty & Upsell,0,1.87,8,676,0.0001424491,0.99985754,Low Risk,1859.6848992949576,0.36,VIP,Protect
14,12360.0,52,8,4252.89,0.013266998341625208,0.08623548922056384,0.7798485879550867,211.58656716417912,183.34029603227643,Champion,Loyalty & Upsell,0,2.78,7,603,0.00013988129,0.9998601,Low Risk,1071.8015202368572,0.31,VIP,Protect
15,12361.0,287,4,511.25,0.01015228426395939,0.7284263959390863,0.44687818986049677,38.92766497461929,0.5717262748331571,Lost,Growth Nurture,0,14.04,4,394,0.00022532114,0.9997747,Low Risk,103.29220197375923,0.13,Mid,Grow
16,12362.0,3,11,5356.23,0.014965986394557823,0.004081632653061225,0.8250255188839742,218.6216326530612,207.7292994585589,Champion,Loyalty & Upsell,0,2.74,9,735,0.00013934054,0.99986064,Low Risk,1195.1062433982754,0.4,VIP,Protect
17,12363.0,110,2,552.0,0.015151515151515152,0.8333333333333334,0.41394181694453897,125.45454545454545,10.909090909090903,Lost,Loyalty & Upsell,0,6.0,2,132,0.00043634127,0.99956363,Low Risk,220.6875360305692,0.14,High,Protect
18,12364.0,8,4,1313.1,0.038461538461538464,0.07692307692307693,0.6606243620279006,378.77884615384613,339.64201183431953,Potential Loyalist,Loyalty & Upsell,0,1.23,4,104,0.00058616366,0.99941385,Low Risk,805.8014375070297,0.61,VIP,Protect
19,12365.0,291,2,641.38,0.0,1.0,0.3437308608370194,0.0,-10.0,Lost,Growth Nurture,0,0.0,1,0,0.48318136,0.51681864,Medium Risk,-393.2874761611614,0.06,Low,Grow
20,12366.0,634,1,500.24,0.0,1.0,0.24615515481456277,0.0,-10.0,Lost,Growth Nurture,1,0.0,1,0,0.39949283,0.60050714,Low Risk,-201.87553725747568,0.03,Low,Grow
21,12367.0,4,1,168.9,0.0,1.0,0.1240047635250085,0.0,-10.0,Potential Loyalist,Growth Nurture,0,0.0,1,0,0.5626273,0.43737268,Medium Risk,-1976.271391724923,0.29,Low,Grow
22,12368.0,628,1,917.6999999999999,0.0,1.0,0.32764545763865266,0.0,-10.0,Lost,Growth Nurture,1,0.0,1,0,0.42039892,0.57960105,Medium Risk,-203.3212891839671,0.03,Low,Grow
23,12369.0,413,3,1791.15,0.013157894736842105,1.8114035087719298,0.6040915277305207,235.6776315789474,-201.2296572022161,Lost,Immediate Incentive + Outreach,1,2.47,3,228,0.9137957,0.08620429,High Risk,353.5739541155547,0.08,High,Critical Retention
24,12370.0,51,7,4316.56,0.011345218800648298,0.08265802269043761,0.7603351480095271,209.8813614262561,182.53298309118466,Potential Loyalist,Loyalty & Upsell,0,3.08,5,617,0.00013039961,0.9998696,Low Risk,986.7027984214416,0.23,VIP,Protect
25,12371.0,45,5,4067.38,0.008333333333333333,0.075,0.7087870023817624,203.36900000000003,178.11632500000005,Potential Loyalist,Loyalty & Upsell,0,3.6,3,600,0.00017723217,0.9998228,Low Risk,1006.0309256176595,0.15,VIP,Protect
26,12372.0,72,3,1298.04,0.013392857142857142,0.32142857142857145,0.5664426675740049,173.84464285714287,107.96600765306124,Potential Loyalist,Loyalty & Upsell,0,4.39,3,224,0.00059772976,0.9994023,Low Risk,547.5918160841452,0.21,High,Protect
27,12373.0,311,3,1127.65,0.008287292817679558,0.8591160220994475,0.5158812521265737,93.45165745856353,3.1658412441622676,Lost,Loyalty & Upsell,0,7.22,3,362,0.00029886517,0.99970114,Low Risk,192.39278106254946,0.09,High,Protect
28,12374.0,25,4,2989.2200000000003,0.007104795737122558,0.04440497335701599,0.6527475331745491,159.2834813499112,142.21050260435564,Potential Loyalist,Loyalty & Upsell,0,6.85,3,563,0.0002610432,0.99973893,Low Risk,550.454787459249,0.12,High,Protect
29,12375.0,11,2,457.5,0.022988505747126436,0.12643678160919541,0.42076386526029264,157.75862068965517,127.81212841854935,Potential Loyalist,Loyalty & Upsell,0,5.44,2,87,0.00037862797,0.9996214,Low Risk,392.49585356173606,0.29,High,Protect
30,12376.0,390,2,503.15,0.07142857142857142,13.928571428571429,0.4723120108880572,539.0892857142857,-6979.654336734693,Lost,Low-Cost Campaign,1,2.33,2,28,0.8215203,0.17847967,High Risk,25.297968504717254,0.05,Mid,Low Priority Winback
31,12377.0,315,4,3426.32,0.014598540145985401,1.1496350364963503,0.7087699897924464,375.14452554744526,-66.134764771698,Lost,Loyalty & Upsell,0,1.81,4,274,0.19056176,0.8094382,Low Risk,573.8326088633404,0.13,High,Protect
32,12378.0,130,2,5416.32,0.004629629629629629,0.30092592592592593,0.6168169445389587,376.1333333333333,252.94506172839505,Lost,Loyalty & Upsell,0,1.44,2,432,0.000233807,0.9997662,Low Risk,1708.8906466947628,0.07,VIP,Protect
33,12379.0,82,4,1620.22,0.008849557522123894,0.18141592920353983,0.5968611772711807,107.53672566371681,78.02785065392749,Potential Loyalist,Loyalty & Upsell,0,5.65,4,452,0.000388427,0.99961156,Low Risk,429.68213581128657,0.18,High,Protect
